@RELATION institutions
@ATTRIBUTE token_0 INTEGER
@ATTRIBUTE token_1 INTEGER
@ATTRIBUTE token_2 INTEGER
@ATTRIBUTE token_3 INTEGER
@ATTRIBUTE class {yes,no}

@DATA
{0 6,1 7,2 3,3 17,4 yes}
{0 6,1 14,2 6,3 37,4 yes}
{0 2,1 2,3 9,4 yes}
{0 2,1 2,2 2,3 4,4 no}
{0 27,1 32,2 17,3 98,4 yes}
{0 3,1 3,2 1,3 13,4 yes}
{0 6,1 8,2 4,3 21,4 yes}
{1 3,2 1,3 6,4 yes}
{0 8,1 5,2 2,3 25,4 no}
{3 1,4 yes}
{1 3,2 2,3 4,4 yes}
{0 1,1 1,2 1,3 1,4 no}
{0 1,1 2,3 4,4 yes}
{0 5,1 2,2 2,3 16,4 yes}
{1 1,2 1,4 no}
{0 1,2 1,4 yes}
{0 1,1 7,2 5,3 13,4 yes}
{0 3,1 15,2 5,3 40,4 no}
{0 4,1 11,2 4,3 37,4 no}
{0 3,1 10,2 5,3 27,4 no}
{0 9,1 9,2 7,3 33,4 yes}
{0 17,1 18,2 16,3 56,4 no}
{0 10,1 12,2 8,3 26,4 yes}
{0 3,1 5,2 2,3 9,4 yes}
{0 6,1 8,2 5,3 30,4 no}
{0 3,1 3,2 1,3 12,4 yes}
{0 4,1 6,2 3,3 19,4 yes}
{0 4,1 3,2 2,3 19,4 yes}
{0 9,1 14,2 8,3 38,4 no}
{0 3,1 5,2 5,3 13,4 yes}
{0 1,1 4,2 2,3 10,4 yes}
{0 3,1 20,2 7,3 26,4 no}
{0 8,1 11,2 6,3 28,4 no}
{0 20,1 26,2 12,3 89,4 no}
{1 6,2 3,3 12,4 yes}
{0 1,1 3,2 3,3 13,4 no}
{1 3,2 1,3 3,4 yes}
{0 6,1 7,2 3,3 27,4 no}
{0 8,1 14,2 8,3 33,4 yes}
{1 1,3 2,4 no}
{0 4,1 8,2 7,3 21,4 no}
{0 5,1 7,2 4,3 14,4 yes}
{0 4,1 4,2 2,3 16,4 yes}
{0 4,1 8,2 6,3 19,4 yes}
{0 1,1 3,2 3,3 7,4 no}
{0 8,1 7,2 1,3 26,4 yes}
{0 7,1 4,2 2,3 18,4 yes}
{1 1,2 2,3 3,4 no}
{1 7,2 3,3 25,4 yes}
{0 2,1 1,2 1,3 6,4 yes}
{0 1,1 3,2 1,3 10,4 yes}
{3 1,4 no}
{1 1,3 2,4 yes}
{0 5,1 9,2 6,3 26,4 yes}
{0 2,1 5,2 2,3 13,4 yes}
{0 2,1 3,2 4,3 16,4 no}
{0 2,1 2,2 1,3 11,4 no}
{0 5,1 6,2 2,3 16,4 no}
{0 2,1 5,2 1,3 10,4 no}
{0 6,1 8,2 8,3 30,4 yes}
{0 2,1 5,2 1,3 20,4 yes}
{0 2,1 5,2 3,3 19,4 no}
{0 2,1 7,2 6,3 30,4 no}
{0 1,1 4,2 4,3 9,4 yes}
{0 1,1 3,2 1,3 6,4 yes}
{0 6,1 8,2 5,3 15,4 yes}
{0 2,1 3,2 2,3 6,4 yes}
{2 1,3 1,4 yes}
{0 3,1 4,2 4,3 19,4 yes}
{0 1,1 1,2 1,3 1,4 yes}
{0 2,1 3,2 2,3 20,4 yes}
{0 2,2 1,3 4,4 no}
{0 11,1 9,2 7,3 30,4 no}
{0 4,1 9,2 2,3 34,4 yes}
{0 2,1 5,3 13,4 yes}
{0 19,1 32,2 18,3 104,4 yes}
{1 2,2 2,3 3,4 yes}
{0 7,1 14,2 8,3 45,4 no}
{0 6,1 15,2 9,3 38,4 yes}
{0 3,1 9,2 8,3 27,4 yes}
{0 1,1 8,2 2,3 13,4 no}
{0 1,1 1,2 2,3 2,4 yes}
{0 2,1 4,2 3,3 14,4 no}
{1 1,3 2,4 yes}
{1 1,2 1,3 6,4 no}
{0 4,1 1,2 1,3 16,4 yes}
{0 11,1 14,2 9,3 52,4 yes}
{0 10,1 9,2 7,3 36,4 yes}
{1 1,2 1,3 1,4 no}
{0 2,1 2,2 1,3 5,4 yes}
{0 1,1 4,2 4,3 11,4 no}
{0 2,1 3,3 7,4 yes}
{0 2,1 5,2 2,3 16,4 yes}
{0 1,1 1,3 5,4 yes}
{0 3,1 8,2 3,3 19,4 yes}
{0 4,1 13,2 6,3 33,4 no}
{0 1,1 1,2 3,3 7,4 yes}
{0 2,1 1,2 3,3 6,4 yes}
{0 3,1 2,2 2,3 7,4 yes}
{0 1,1 4,2 3,3 10,4 no}
{0 1,1 13,2 4,3 26,4 yes}
{0 1,1 2,2 3,3 17,4 yes}
{0 1,1 6,2 4,3 11,4 yes}
{0 4,1 5,2 4,3 37,4 yes}
{1 1,2 1,3 2,4 yes}
{0 2,1 7,2 3,3 19,4 yes}
{0 5,1 11,2 6,3 22,4 yes}
{1 3,2 2,3 4,4 yes}
{0 1,1 1,3 3,4 yes}
{0 3,1 4,2 1,3 9,4 no}
{0 5,1 4,2 4,3 18,4 yes}
{0 8,1 20,2 12,3 49,4 yes}
{0 3,1 4,2 2,3 14,4 no}
{0 3,1 4,2 2,3 15,4 no}
{0 11,1 19,2 13,3 45,4 no}
{0 2,1 2,3 5,4 no}
{0 1,1 8,2 6,3 16,4 no}
{0 5,1 10,2 3,3 19,4 yes}
{0 5,1 10,2 5,3 37,4 yes}
{0 1,1 4,2 2,3 10,4 yes}
{0 5,1 6,2 7,3 22,4 no}
{0 7,1 15,2 7,3 41,4 yes}
{0 1,1 4,3 9,4 yes}
{3 1,4 yes}
{0 4,1 14,2 7,3 33,4 yes}
{0 2,1 7,2 5,3 17,4 no}
{1 4,2 3,3 7,4 no}
{0 6,1 10,2 6,3 20,4 no}
{0 3,1 5,2 2,3 16,4 no}
{0 5,1 9,2 4,3 29,4 yes}
{0 5,1 11,2 3,3 42,4 yes}
{0 3,1 8,2 4,3 26,4 yes}
{0 2,1 6,2 3,3 10,4 yes}
{0 1,1 3,2 2,3 12,4 yes}
{0 2,1 3,2 1,3 7,4 no}
{0 2,1 7,2 3,3 14,4 yes}
{0 12,1 25,2 14,3 97,4 yes}
{0 2,1 3,2 1,3 5,4 no}
{0 3,1 2,2 2,3 14,4 yes}
{1 1,2 1,3 2,4 yes}
{0 1,1 11,2 5,3 21,4 no}
{0 12,1 20,2 7,3 51,4 yes}
{1 2,2 1,3 3,4 yes}
{0 1,1 1,2 1,3 1,4 no}
{0 3,1 9,2 5,3 39,4 yes}
{0 2,1 6,2 4,3 15,4 yes}
{0 9,1 12,2 11,3 39,4 no}
{0 7,1 11,2 8,3 38,4 yes}
{0 3,1 6,2 4,3 25,4 no}
{0 4,1 5,2 5,3 22,4 no}
{0 5,1 5,2 5,3 18,4 no}
{0 2,1 1,3 5,4 yes}
{0 3,1 9,2 6,3 23,4 yes}
{0 3,1 3,2 2,3 12,4 yes}
{0 1,1 4,2 1,3 12,4 no}
{0 3,1 8,2 5,3 20,4 yes}
{0 5,1 7,2 3,3 28,4 no}
{0 7,1 12,2 4,3 35,4 yes}
{0 1,1 6,2 5,3 10,4 yes}
{0 5,1 7,2 5,3 22,4 yes}
{0 10,1 12,2 4,3 36,4 no}
{0 5,1 5,2 2,3 22,4 yes}
{0 4,1 9,2 2,3 18,4 yes}
{0 3,1 7,2 6,3 18,4 yes}
{0 13,1 30,2 18,3 71,4 yes}
{0 4,1 3,2 2,3 13,4 yes}
{0 11,1 19,2 4,3 55,4 no}
{1 1,2 1,3 2,4 yes}
{0 2,1 2,2 2,3 11,4 yes}
{0 4,1 12,2 5,3 27,4 yes}
{0 3,1 8,2 4,3 24,4 no}
{0 1,1 4,2 1,3 12,4 yes}
{3 1,4 yes}
{0 5,1 12,2 6,3 28,4 yes}
{0 1,1 3,2 3,3 7,4 no}
{0 6,1 13,2 9,3 27,4 no}
{0 13,1 16,2 9,3 60,4 no}
{1 1,2 1,3 1,4 yes}
{0 3,1 3,2 3,3 15,4 yes}
{0 2,1 10,2 5,3 24,4 yes}
{0 1,1 1,3 3,4 no}
{1 1,2 1,3 4,4 no}
{1 1,2 1,3 4,4 yes}
{0 3,1 3,2 3,3 11,4 no}
{0 8,1 11,2 3,3 34,4 no}
{3 1,4 yes}
{0 1,1 6,2 4,3 11,4 yes}
{0 10,1 4,2 1,3 19,4 yes}
{0 8,1 13,2 6,3 33,4 yes}
{0 3,1 3,2 1,3 7,4 yes}
{0 12,1 27,2 17,3 78,4 yes}
{0 11,1 24,2 14,3 58,4 yes}
{0 4,1 6,2 3,3 16,4 no}
{1 2,2 2,3 3,4 no}
{0 9,1 14,2 9,3 46,4 no}
{0 5,1 3,2 3,3 25,4 yes}
{0 4,1 9,2 7,3 24,4 yes}
{0 8,1 12,2 6,3 34,4 no}
{0 1,1 5,2 1,3 4,4 no}
{0 9,1 17,2 14,3 50,4 yes}
{1 4,2 1,3 6,4 no}
{0 9,1 24,2 14,3 53,4 yes}
{0 3,1 3,3 11,4 no}
{0 5,1 5,2 3,3 16,4 no}
{0 2,1 3,2 1,3 13,4 yes}
{0 9,1 18,2 11,3 54,4 no}
{0 5,1 7,2 4,3 24,4 yes}
{0 4,1 12,2 2,3 29,4 no}
{1 1,2 2,3 2,4 yes}
{0 6,1 9,2 7,3 23,4 yes}
{0 4,1 4,3 12,4 no}
{1 9,2 4,3 15,4 yes}
{0 2,1 4,2 4,3 13,4 yes}
{0 2,1 2,2 2,3 12,4 yes}
{1 5,2 3,3 7,4 yes}
{0 4,1 3,2 1,3 11,4 no}
{0 1,1 6,2 4,3 15,4 yes}
{0 2,1 3,3 14,4 yes}
{0 1,1 4,2 5,3 20,4 yes}
{0 9,1 11,2 10,3 46,4 no}
{0 9,1 11,2 4,3 39,4 yes}
{0 4,1 4,3 16,4 yes}
{0 2,1 3,2 1,3 5,4 yes}
{4 no}
{0 3,1 2,2 3,3 19,4 yes}
{0 5,1 3,2 4,3 22,4 no}
{0 4,1 6,2 7,3 32,4 no}
{0 6,1 8,2 3,3 24,4 yes}
{0 21,1 45,2 24,3 119,4 yes}
{0 4,1 12,2 7,3 22,4 yes}
{0 2,1 11,2 4,3 28,4 yes}
{0 2,1 6,2 6,3 12,4 yes}
{0 8,1 12,2 4,3 32,4 yes}
{0 1,1 4,2 4,3 9,4 yes}
{0 3,1 2,2 1,3 6,4 no}
{0 1,1 4,2 3,3 7,4 yes}
{0 3,1 6,2 4,3 21,4 no}
{0 2,1 12,2 5,3 25,4 no}
{0 3,1 4,2 1,3 20,4 yes}
{0 2,2 2,4 no}
{0 2,2 2,4 no}
{0 1,1 1,3 2,4 no}
{0 9,1 12,2 8,3 41,4 yes}
{0 1,1 2,2 2,3 8,4 yes}
{3 1,4 no}
{0 7,1 34,2 18,3 89,4 yes}
{0 4,1 8,2 3,3 19,4 yes}
{0 1,1 2,3 10,4 yes}
{0 6,1 20,2 8,3 36,4 no}
{0 1,1 3,2 1,3 9,4 yes}
{0 2,1 10,2 2,3 19,4 no}
{0 6,1 16,2 6,3 40,4 yes}
{1 1,2 1,3 3,4 yes}
{0 5,1 18,2 7,3 35,4 no}
{0 1,1 4,2 2,3 7,4 no}
{0 3,1 3,2 3,3 13,4 yes}
{1 1,2 2,3 3,4 no}
{0 14,1 26,2 13,3 70,4 no}
{0 16,1 4,2 2,3 12,4 no}
{0 2,1 4,2 3,3 14,4 yes}
{0 8,1 13,2 2,3 48,4 yes}
{0 1,1 2,2 1,3 3,4 yes}
{0 15,1 20,2 15,3 57,4 no}
{0 1,1 3,2 4,3 15,4 yes}
{0 3,1 7,2 4,3 20,4 yes}
{0 19,1 30,2 17,3 86,4 yes}
{1 1,2 1,3 2,4 yes}
{0 9,1 7,2 7,3 19,4 no}
{1 1,3 2,4 no}
{1 1,2 1,4 no}
{1 2,4 no}
{0 1,1 4,2 2,3 3,4 no}
{0 6,1 3,2 4,3 20,4 yes}
{1 1,2 2,3 3,4 no}
{0 12,1 18,2 7,3 58,4 yes}
{0 2,1 4,2 2,3 17,4 yes}
{0 4,1 5,2 3,3 15,4 no}
{0 1,1 2,2 2,3 6,4 yes}
{0 3,1 3,2 2,3 13,4 yes}
{0 5,1 10,2 7,3 23,4 yes}
{0 5,1 12,2 8,3 50,4 yes}
{0 2,1 4,3 6,4 no}
{0 2,1 4,2 1,3 14,4 yes}
{0 2,1 2,3 11,4 yes}
{0 2,1 4,2 3,3 17,4 yes}
{0 3,1 5,2 2,3 23,4 yes}
{0 9,1 10,2 3,3 31,4 yes}
{0 2,1 3,2 2,3 12,4 no}
{0 5,1 10,2 4,3 31,4 yes}
{0 2,1 3,3 12,4 no}
{0 14,1 15,2 10,3 75,4 no}
{0 2,1 2,2 3,3 9,4 no}
{1 1,2 1,3 1,4 no}
{1 1,2 1,3 2,4 yes}
{0 1,1 1,2 1,3 6,4 yes}
{0 9,1 12,2 4,3 34,4 yes}
{0 5,1 12,2 3,3 24,4 yes}
{1 1,2 1,3 2,4 yes}
{0 1,1 3,2 3,3 10,4 yes}
{0 1,1 4,2 4,3 10,4 yes}
{0 4,1 12,2 2,3 25,4 no}
{0 4,1 9,2 5,3 17,4 yes}
{0 4,1 5,2 3,3 9,4 yes}
{0 1,1 5,2 3,3 10,4 yes}
{0 2,1 8,2 5,3 16,4 no}
{0 3,1 9,2 3,3 20,4 yes}
{0 5,1 6,2 4,3 9,4 no}
{1 4,2 3,3 10,4 no}
{0 1,1 5,2 1,3 15,4 yes}
{2 1,3 1,4 no}
{0 4,1 8,2 4,3 24,4 no}
{0 1,1 1,2 3,3 10,4 no}
{0 12,1 26,2 13,3 67,4 yes}
{0 1,1 4,3 10,4 yes}
{1 1,2 1,3 2,4 yes}
{0 1,1 7,2 3,3 26,4 no}
{0 3,1 2,2 2,3 14,4 yes}
{0 4,1 3,2 2,3 14,4 yes}
{0 1,1 4,2 1,3 9,4 no}
{0 2,1 7,2 3,3 14,4 yes}
{0 5,1 12,2 6,3 22,4 no}
{1 1,2 1,3 2,4 yes}
{3 1,4 yes}
{0 1,1 12,2 6,3 26,4 yes}
{1 5,2 2,3 10,4 yes}
{0 5,1 3,3 23,4 yes}
{0 6,1 6,2 2,3 24,4 yes}
{0 1,1 3,2 2,3 6,4 no}
{0 16,1 36,2 21,3 86,4 no}
{0 7,1 13,2 8,3 47,4 yes}
{0 2,1 4,2 3,3 14,4 yes}
{0 7,1 7,2 3,3 13,4 yes}
{0 4,1 7,2 5,3 16,4 no}
{1 2,3 3,4 no}
{0 7,1 8,2 4,3 35,4 no}
{0 1,1 10,2 5,3 19,4 no}
{0 3,1 7,2 4,3 11,4 no}
{0 2,1 1,2 1,3 3,4 yes}
{0 2,1 7,2 4,3 23,4 yes}
{1 1,3 1,4 yes}
{0 5,1 6,2 4,3 15,4 no}
{0 6,1 12,2 7,3 21,4 yes}
{0 4,1 17,2 10,3 47,4 yes}
{0 2,1 2,2 1,3 4,4 yes}
{1 1,3 4,4 yes}
{0 1,1 1,2 1,3 3,4 yes}
{1 7,2 4,3 8,4 yes}
{1 2,3 6,4 no}
{0 7,1 10,2 1,3 18,4 yes}
{1 1,2 1,3 2,4 yes}
